path,true,pred,confidence
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\1.jpg,Grade-1,Grade-2,0.525
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\129.jpg,Grade-1,Grade-2,0.797
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\116.jpg,Grade-3,Grade-2,0.757
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\85.jpg,Grade-1,Grade-2,0.827
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\95.jpg,Grade-1,Grade-2,0.662
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\215.jpg,Grade-1,Grade-2,0.939
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\74.jpg,Grade-3,Grade-2,0.972
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\18.jpg,Grade-2,Grade-1,0.787
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\55.jpg,Grade-3,Grade-2,0.624
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\48.jpg,Grade-1,Grade-3,0.665
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\41.jpg,Grade-3,Grade-2,0.725
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\105.jpg,Grade-3,Grade-2,0.865
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\5.jpg,Grade-3,Grade-2,0.710
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\40.jpg,Grade-2,Grade-3,0.805
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\302.jpg,Grade-1,Grade-2,0.564
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\113.jpg,Grade-3,Grade-2,0.671
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\75.jpg,Grade-3,Grade-2,0.984
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\78.jpg,Grade-2,Grade-1,0.889
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\85.jpg,Grade-2,Grade-3,0.721
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\117.jpg,Grade-1,Grade-2,0.651
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\83.jpg,Grade-2,Grade-1,0.794
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\132.jpg,Grade-1,Grade-2,0.656
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\8.jpg,Grade-1,Grade-2,0.449
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\111.jpg,Grade-1,Grade-2,0.517
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\86.jpg,Grade-2,Grade-1,0.954
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\104.jpg,Grade-3,Grade-2,0.495
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\115.jpg,Grade-3,Grade-2,0.789
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\20.jpg,Grade-1,Grade-2,0.537
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\29.jpg,Grade-1,Grade-2,0.723
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\44.jpg,Grade-3,Grade-2,0.592
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\31.jpg,Grade-1,Grade-2,0.883
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\32.jpg,Grade-2,Grade-1,0.391
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\208.jpg,Grade-1,Grade-2,0.910
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\29.jpg,Grade-2,Grade-1,0.757
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\152.jpg,Grade-3,Grade-2,0.738
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\65.jpg,Grade-1,Grade-2,0.572
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\37.jpg,Grade-1,Grade-2,0.505
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\58.jpg,Grade-3,Grade-2,0.421
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\96.jpg,Grade-1,Grade-2,0.808
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-2\271.jpg,Grade-2,Grade-1,0.826
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\38.jpg,Grade-1,Grade-2,0.716
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\35.jpg,Grade-3,Grade-2,0.994
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\51.jpg,Grade-3,Grade-2,0.761
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\2.jpg,Grade-1,Grade-2,0.670
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\100.jpg,Grade-2,Grade-1,0.486
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\119.jpg,Grade-1,Grade-2,0.967
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-3\46.jpg,Grade-3,Grade-2,0.564
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\231.jpg,Grade-1,Grade-2,0.782
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\5.jpg,Grade-1,Grade-2,0.513
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\46.jpg,Grade-1,Grade-2,0.448
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\26.jpg,Grade-2,Grade-3,0.975
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\61.jpg,Grade-2,Grade-3,0.791
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\29.jpg,Grade-1,Grade-2,0.578
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\37.jpg,Grade-3,Grade-2,0.997
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\110.jpg,Grade-3,Grade-2,0.755
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\200.jpg,Grade-1,Grade-2,0.726
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\62.jpg,Grade-2,Grade-1,0.673
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\194.jpg,Grade-1,Grade-2,0.637
