path,true,pred,confidence
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-2\24.jpg,Grade-2,Grade-1,0.531
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\132.jpg,Grade-1,Grade-2,0.610
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-2\316.jpg,Grade-2,Grade-1,0.996
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\142.jpg,Grade-1,Grade-2,0.536
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\50.jpg,Grade-1,Grade-2,0.710
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\106.jpg,Grade-2,Grade-3,0.614
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\3.jpg,Grade-2,Grade-1,0.628
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\92.jpg,Grade-2,Grade-1,0.556
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\23.jpg,Grade-2,Grade-1,0.637
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\106.jpg,Grade-2,Grade-3,0.543
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\2.jpg,Grade-1,Grade-2,0.557
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\175.jpg,Grade-1,Grade-2,0.556
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\69.jpg,Grade-1,Grade-2,0.682
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\66.jpg,Grade-3,Grade-2,0.555
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\1.jpg,Grade-1,Grade-2,0.502
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\116.jpg,Grade-3,Grade-2,0.727
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\95.jpg,Grade-1,Grade-2,0.566
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\22.jpg,Grade-1,Grade-2,0.551
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\215.jpg,Grade-1,Grade-2,0.915
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\18.jpg,Grade-2,Grade-1,0.511
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\246.jpg,Grade-1,Grade-2,0.890
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\48.jpg,Grade-1,Grade-2,0.668
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\41.jpg,Grade-3,Grade-2,0.673
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\105.jpg,Grade-3,Grade-2,0.766
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\40.jpg,Grade-2,Grade-3,0.758
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\302.jpg,Grade-1,Grade-2,0.745
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\113.jpg,Grade-3,Grade-2,0.816
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\75.jpg,Grade-3,Grade-2,0.569
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\117.jpg,Grade-1,Grade-2,0.520
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\83.jpg,Grade-2,Grade-1,0.583
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\135.jpg,Grade-3,Grade-2,0.781
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\8.jpg,Grade-1,Grade-2,0.558
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\111.jpg,Grade-1,Grade-2,0.534
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\86.jpg,Grade-2,Grade-1,0.839
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\104.jpg,Grade-3,Grade-2,0.744
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\115.jpg,Grade-3,Grade-2,0.642
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\158.jpg,Grade-1,Grade-2,0.712
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\20.jpg,Grade-1,Grade-2,0.842
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\29.jpg,Grade-1,Grade-2,0.621
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\31.jpg,Grade-1,Grade-2,0.519
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\40.jpg,Grade-1,Grade-2,0.641
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\208.jpg,Grade-1,Grade-2,0.807
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\27.jpg,Grade-1,Grade-2,0.503
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\91.jpg,Grade-1,Grade-2,0.529
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\29.jpg,Grade-2,Grade-1,0.428
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\152.jpg,Grade-3,Grade-2,0.667
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\37.jpg,Grade-1,Grade-2,0.506
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\34.jpg,Grade-1,Grade-2,0.540
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\96.jpg,Grade-1,Grade-2,0.585
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-2\342.jpg,Grade-2,Grade-1,0.615
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\38.jpg,Grade-1,Grade-2,0.826
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\24.jpg,Grade-1,Grade-2,0.655
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\35.jpg,Grade-3,Grade-2,0.605
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-2\324.jpg,Grade-2,Grade-1,0.538
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\2.jpg,Grade-1,Grade-2,0.738
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\100.jpg,Grade-2,Grade-1,0.616
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\119.jpg,Grade-1,Grade-2,0.728
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\93.jpg,Grade-3,Grade-2,0.529
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-3\46.jpg,Grade-3,Grade-2,0.637
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\95.jpg,Grade-3,Grade-2,0.541
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\231.jpg,Grade-1,Grade-2,0.680
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\5.jpg,Grade-1,Grade-2,0.520
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\46.jpg,Grade-1,Grade-2,0.754
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\58.jpg,Grade-2,Grade-3,0.585
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\132.jpg,Grade-2,Grade-3,0.619
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\26.jpg,Grade-2,Grade-3,0.895
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\61.jpg,Grade-2,Grade-3,0.580
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\99.jpg,Grade-2,Grade-1,0.573
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\29.jpg,Grade-1,Grade-2,0.511
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\102.jpg,Grade-2,Grade-1,0.496
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\37.jpg,Grade-3,Grade-2,0.722
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\110.jpg,Grade-3,Grade-2,0.810
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\107.jpg,Grade-2,Grade-3,0.614
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\18.jpg,Grade-1,Grade-2,0.657
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\194.jpg,Grade-1,Grade-2,0.756
