path,true,pred,confidence
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\100.jpg,Grade-2,Grade-3,0.501
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\116.jpg,Grade-3,Grade-2,0.494
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\85.jpg,Grade-1,Grade-2,0.979
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\215.jpg,Grade-1,Grade-2,0.967
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\74.jpg,Grade-3,Grade-2,0.575
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\18.jpg,Grade-2,Grade-1,0.816
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\246.jpg,Grade-1,Grade-2,0.750
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\48.jpg,Grade-1,Grade-3,0.848
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\41.jpg,Grade-3,Grade-2,0.774
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\105.jpg,Grade-3,Grade-2,0.688
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\40.jpg,Grade-2,Grade-3,0.777
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\302.jpg,Grade-1,Grade-2,0.807
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\75.jpg,Grade-3,Grade-2,0.929
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\78.jpg,Grade-2,Grade-1,0.854
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\85.jpg,Grade-2,Grade-3,0.875
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\86.jpg,Grade-2,Grade-1,0.909
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\104.jpg,Grade-3,Grade-2,0.692
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\115.jpg,Grade-3,Grade-2,0.701
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\20.jpg,Grade-1,Grade-2,0.557
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\44.jpg,Grade-3,Grade-2,0.590
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\208.jpg,Grade-1,Grade-2,0.927
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\29.jpg,Grade-2,Grade-1,0.587
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\65.jpg,Grade-1,Grade-2,0.927
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\61.jpg,Grade-2,Grade-1,0.517
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\58.jpg,Grade-3,Grade-1,0.406
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\96.jpg,Grade-1,Grade-2,0.681
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\38.jpg,Grade-1,Grade-2,0.491
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\35.jpg,Grade-3,Grade-2,0.964
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\163.jpg,Grade-1,Grade-2,0.833
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\2.jpg,Grade-1,Grade-2,0.748
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\100.jpg,Grade-2,Grade-1,0.636
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\119.jpg,Grade-1,Grade-2,0.742
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\237.jpg,Grade-1,Grade-2,0.844
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-3\46.jpg,Grade-3,Grade-2,0.523
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\62.jpg,Grade-2,Grade-3,0.836
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\95.jpg,Grade-3,Grade-2,0.488
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\109.jpg,Grade-1,Grade-2,0.467
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\85.jpg,Grade-2,Grade-3,0.345
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\231.jpg,Grade-1,Grade-2,0.883
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\58.jpg,Grade-2,Grade-3,0.513
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\26.jpg,Grade-2,Grade-3,0.979
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\61.jpg,Grade-2,Grade-3,0.822
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\46.jpg,Grade-1,Grade-2,0.510
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\37.jpg,Grade-3,Grade-2,0.985
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\110.jpg,Grade-3,Grade-2,0.637
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\20.jpg,Grade-1,Grade-2,0.922
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\107.jpg,Grade-2,Grade-3,0.723
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\8.jpg,Grade-2,Grade-3,0.499
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\14.jpg,Grade-2,Grade-1,0.445
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\200.jpg,Grade-1,Grade-2,0.552
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\62.jpg,Grade-2,Grade-1,0.637
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\194.jpg,Grade-1,Grade-2,0.464
