path,true,pred,confidence
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\60.jpg,Grade-3,Grade-2,0.830
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\32.jpg,Grade-2,Grade-3,0.549
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\40.jpg,Grade-1,Grade-2,0.917
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\208.jpg,Grade-1,Grade-2,0.968
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\61.jpg,Grade-2,Grade-1,0.668
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\58.jpg,Grade-3,Grade-2,0.635
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\96.jpg,Grade-1,Grade-2,0.533
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\38.jpg,Grade-1,Grade-2,0.968
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\35.jpg,Grade-3,Grade-2,0.986
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-3\66.jpg,Grade-3,Grade-2,0.560
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\2.jpg,Grade-1,Grade-2,0.820
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\100.jpg,Grade-2,Grade-1,0.846
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\119.jpg,Grade-1,Grade-2,0.710
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\93.jpg,Grade-3,Grade-2,0.519
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-3\46.jpg,Grade-3,Grade-2,0.969
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\95.jpg,Grade-3,Grade-2,0.550
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\109.jpg,Grade-1,Grade-2,0.903
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\25.jpg,Grade-1,Grade-2,0.745
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\231.jpg,Grade-1,Grade-2,0.710
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\181.jpg,Grade-3,Grade-2,0.702
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\46.jpg,Grade-1,Grade-2,0.978
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\26.jpg,Grade-2,Grade-3,0.986
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\61.jpg,Grade-2,Grade-3,0.763
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\99.jpg,Grade-2,Grade-1,0.522
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\102.jpg,Grade-2,Grade-1,0.618
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\37.jpg,Grade-3,Grade-2,0.988
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\110.jpg,Grade-3,Grade-2,0.994
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-2\274.jpg,Grade-2,Grade-3,0.512
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\107.jpg,Grade-2,Grade-3,0.576
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\47.jpg,Grade-1,Grade-2,0.583
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\194.jpg,Grade-1,Grade-2,0.632
