path,true,pred,confidence
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\62.jpg,Gajar,Kupro,0.603
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\76.jpg,Gajar,Kupro,0.983
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\5.jpg,Gajar,Kupro,0.939
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\145.jpg,Gajar,Kupro,0.952
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\58.jpg,Gajar,Kupro,0.764
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\132.jpg,Gajar,Kupro,0.951
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\26.jpg,Gajar,Kupro,0.666
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\145.jpg,Gajar,Kupro,0.626
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\99.jpg,Gajar,Kupro,0.934
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\29.jpg,Gajar,Kupro,0.709
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\102.jpg,Gajar,Kupro,0.955
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\14.jpg,Gajar,Kupro,0.763
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\107.jpg,Gajar,Kupro,0.822
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\8.jpg,Gajar,Kupro,0.992
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\147.jpg,Gajar,Kupro,0.785
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\200.jpg,Gajar,Kupro,0.857
