path,true,pred,confidence
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\246.jpg,Grade-1,Grade-2,0.911
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\48.jpg,Grade-1,Grade-2,0.519
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\105.jpg,Grade-3,Grade-2,0.737
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\40.jpg,Grade-2,Grade-3,0.693
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\302.jpg,Grade-1,Grade-2,0.810
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\113.jpg,Grade-3,Grade-2,0.872
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\75.jpg,Grade-3,Grade-2,0.946
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\117.jpg,Grade-1,Grade-2,0.801
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\135.jpg,Grade-3,Grade-2,0.624
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\8.jpg,Grade-1,Grade-2,0.753
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\206.jpg,Grade-3,Grade-2,0.472
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\86.jpg,Grade-2,Grade-1,0.647
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\104.jpg,Grade-3,Grade-2,0.779
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\115.jpg,Grade-3,Grade-2,0.572
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\158.jpg,Grade-1,Grade-2,0.514
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\20.jpg,Grade-1,Grade-2,0.734
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\31.jpg,Grade-1,Grade-2,0.822
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\117.jpg,Grade-3,Grade-2,0.623
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\40.jpg,Grade-1,Grade-2,0.679
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\208.jpg,Grade-1,Grade-2,0.983
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\144.jpg,Grade-3,Grade-2,0.740
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\33.jpg,Grade-1,Grade-2,0.652
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\118.jpg,Grade-1,Grade-2,0.533
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\152.jpg,Grade-3,Grade-2,0.844
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\65.jpg,Grade-1,Grade-2,0.532
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\61.jpg,Grade-2,Grade-1,0.643
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\37.jpg,Grade-1,Grade-2,0.656
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\58.jpg,Grade-3,Grade-2,0.521
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\38.jpg,Grade-1,Grade-2,0.784
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\35.jpg,Grade-3,Grade-2,0.915
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-3\66.jpg,Grade-3,Grade-2,0.538
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\140.jpg,Grade-1,Grade-2,0.499
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\2.jpg,Grade-1,Grade-2,0.748
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\119.jpg,Grade-1,Grade-2,0.847
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\93.jpg,Grade-3,Grade-2,0.698
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\237.jpg,Grade-1,Grade-2,0.608
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\24.jpg,Grade-1,Grade-2,0.616
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\109.jpg,Grade-1,Grade-2,0.538
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\43.jpg,Grade-1,Grade-2,0.739
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\231.jpg,Grade-1,Grade-2,0.870
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\46.jpg,Grade-1,Grade-2,0.730
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\132.jpg,Grade-2,Grade-3,0.507
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\26.jpg,Grade-2,Grade-3,0.956
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\61.jpg,Grade-2,Grade-3,0.605
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\99.jpg,Grade-2,Grade-1,0.702
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\29.jpg,Grade-1,Grade-2,0.526
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\37.jpg,Grade-3,Grade-2,0.942
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\110.jpg,Grade-3,Grade-2,0.770
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\107.jpg,Grade-2,Grade-3,0.568
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\18.jpg,Grade-1,Grade-2,0.513
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\46.jpg,Grade-2,Grade-1,0.587
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\47.jpg,Grade-1,Grade-2,0.500
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\194.jpg,Grade-1,Grade-2,0.676
