path,true,pred,confidence
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\33.jpg,Grade-1,Grade-2,0.518
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\91.jpg,Grade-1,Grade-2,0.798
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\152.jpg,Grade-3,Grade-2,0.571
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-3\58.jpg,Grade-3,Grade-2,0.553
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\96.jpg,Grade-1,Grade-2,0.556
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-2\271.jpg,Grade-2,Grade-1,0.572
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\38.jpg,Grade-1,Grade-2,0.903
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\24.jpg,Grade-1,Grade-2,0.609
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\35.jpg,Grade-3,Grade-2,0.532
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\140.jpg,Grade-1,Grade-2,0.486
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\2.jpg,Grade-1,Grade-2,0.775
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\100.jpg,Grade-2,Grade-1,0.525
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\119.jpg,Grade-1,Grade-2,0.586
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\237.jpg,Grade-1,Grade-2,0.576
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\24.jpg,Grade-1,Grade-2,0.514
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-2\355.jpg,Grade-2,Grade-1,0.609
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\62.jpg,Grade-2,Grade-3,0.528
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\109.jpg,Grade-1,Grade-2,0.396
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\231.jpg,Grade-1,Grade-2,0.649
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-1\46.jpg,Grade-1,Grade-2,0.572
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\58.jpg,Grade-2,Grade-3,0.754
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\132.jpg,Grade-2,Grade-3,0.748
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-2\26.jpg,Grade-2,Grade-3,0.940
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\61.jpg,Grade-2,Grade-3,0.830
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\99.jpg,Grade-2,Grade-1,0.590
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-1\29.jpg,Grade-1,Grade-2,0.479
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-3\37.jpg,Grade-3,Grade-2,0.606
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-3\110.jpg,Grade-3,Grade-2,0.623
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Kupro\Large\Grade-1\20.jpg,Grade-1,Grade-2,0.602
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Small\Grade-2\107.jpg,Grade-2,Grade-3,0.768
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Large\Grade-2\14.jpg,Grade-2,Grade-3,0.659
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\18.jpg,Grade-1,Grade-2,0.568
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\200.jpg,Grade-1,Grade-2,0.598
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\47.jpg,Grade-1,Grade-2,0.517
C:\Users\qusai\OneDrive\Desktop\Date Fruit\Gajar\Medium\Grade-1\194.jpg,Grade-1,Grade-2,0.613
